⊙ 词汇	♠释义	例句	=► 词根词缀
⊙ charter	♠n. 宪章 v. 租, 包(船、车、飞机等)		=►  本身可作词根，意为“宪章，特许状，包租”，无明显前后缀（古法语“charte”演变，核心含义直接对应词根，也可理解为从拉丁语“charta”（纸，文件）延伸为“正式文件”）
⊙ protocol	♠n. 议定书, 协议; 礼仪		=►  proto- (第一，最初，前缀，来源于希腊语“protos”，表示“第一”) + -col (柱，柱廊，词根，来源于希腊语“kolon”，原指“书写在石柱上的第一份文件”，后引申为“礼仪，协议”) + -ol (名词后缀，此处辅助构成名词含义)
⊙ norm	♠n. 标准; 规范		=►  本身为词根，意为“标准，规范，常态”，无明显前后缀（拉丁语“norma”原义“角尺，规尺”，后引申为“标准”，核心含义直接对应词根）
⊙ benchmark	♠n. 基准, 水准点		=►  bench (长凳，工作台，词根，原指“工匠的工作台”，引申为“参照标准”) + mark (标记，记号，词根，意为“标记，痕迹”)，属于复合词根构成的词，无典型后缀
⊙ criteria	♠n. 标准, 准则		=►  crit (判断，分辨，词根，来源于希腊语“krinein”，表示“判断，决定”) + -erion (名词后缀，表“工具，标准”，复数形式为“-eria”，此处“criteria”是“criterion”的复数)
⊙ standard	♠n. 标准		=►  stand (站立，停留，词根，意为“站立，处于某种状态”) + -ard (名词后缀，常表示“某种人或事物”，此处构成“站立的参照物”，引申为“标准”)
⊙ permit	♠v. 允许, 准许		=►  per- (完全，彻底，前缀，表示“通过，允许”) + mit (送，派，放出，词根，来源于拉丁语“mittere”，表示“发送，释放”)，合起来意为“完全放出（许可）”
⊙ allow	♠v. 允许, 准许		=►  al- (加强语气，前缀，由ad-变形而来，接l开头词根时使用) + low (许可，准许，词根，古英语“laugan”演变，意为“允许”)，无典型后缀
⊙ admission	♠n. 承认; 入场费; 准许进入		=►  ad- (向，朝向，前缀，表示“接近，进入”) + miss (送，派，放出，词根，与“mit”同源，来源于拉丁语“mittere”) + -ion (名词后缀，表示“行为，过程或结果”)，合起来意为“送进去（的行为）”，即“准入，承认”
⊙ perform	♠v. 履行, 执行		=►  per- (完全，彻底，前缀，表示“完成，执行”) + form (形成，形状，词根，意为“形成，塑造”)，合起来意为“完全形成（任务）”，即“执行，完成”
⊙ enforce	♠v. 强行执行; 强迫		=►  en- (使成为，使处于，前缀，表示“使……发生”) + force (力量，武力，词根，意为“力量，强制力”)，合起来意为“使产生力量”，即“强制执行，实施”
⊙ default	♠v. 不支付, 不履行 n. 默认值; 违约		=►  de- (向下，偏离，前缀，表示“不，相反”) + fault (错误，过失，词根，意为“错误，缺陷”)，合起来意为“不（履行）而产生错误”，即“违约，默认”
⊙ reject	♠v. 拒绝接受; 摒弃		=►  re- (回，向后，前缀，表示“返回，拒绝”) + ject (扔，投掷，词根，来源于拉丁语“jacere”，表示“扔，抛”)，合起来意为“扔回去”，即“拒绝，排斥”
⊙ constraint	♠n. 限制; 约束; 克制		=►  con- (共同，一起，前缀，表示“加强语气或共同作用”) + strain (拉紧，拉扯，词根，来源于拉丁语“stringere”，表示“拉紧”) + -t (名词后缀，由动词词根“strain”变形后加“-t”构成名词，表“状态或结果”)，合起来意为“共同拉紧的状态”，即“约束，限制”
⊙ official	♠adj. 官方的; 正式的		=►  offic (职责，办公室，词根，来源于拉丁语“officium”，表示“职责，职务”) + -ial (形容词后缀，表示“与……相关的，具有……性质的”)，也可作名词，表“官员”（由形容词含义延伸）
⊙ mandatory	♠adj. 强制的, 法定的		=►  mand (命令，委托，词根，来源于拉丁语“mandare”，表示“命令，委托”，“man-”=手，“-dare”=给予，即“亲手给予命令”) + -atory (形容词后缀，表示“具有……倾向的，用于……的”)
⊙ potent	♠adj. 有效的; 强有力的		=►  pot (能力，力量，词根，来源于拉丁语“posse”，表示“能够，有力量”，“pot-”为“posse”的词根变形) + -ent (形容词后缀，表示“具有……性质的，处于……状态的”)
⊙ bound	♠adj. 一定会, 很可能会, 有义务		=►  本身可作词根，意为“束缚，界限，必定的”，无明显前后缀（古英语“bindan”的过去分词，核心含义“被束缚的”，直接对应词根；也可理解为“bind”（捆绑）的变形词根）
⊙ obligation	♠n. 义务, 责任		=►  ob- (向，朝向，前缀，表示“加强语气或“对着……”) + lig (捆绑，连接，词根，来源于拉丁语“ligare”，表示“捆绑”) + -ation (名词后缀，表示“行为，过程或结果”)，合起来意为“被捆绑的状态”，即“义务，责任”
⊙ court	♠n. 法院; 庭院		=►  本身为词根，意为“法庭，宫廷，球场”，无明显前后缀（古法语“cour”演变，原指“院子，庭院”，后引申为“宫廷”“法庭”，核心含义直接对应词根）
⊙ supreme	♠adj. 最高的; 最大的		=►  supra- (在……之上，超越，前缀，来源于拉丁语“supra”，表示“在上面”) + -em (最高级后缀，此处简化变形，原拉丁语“supremus”为“supra”的最高级)，合起来意为“在最上面的”，即“最高的，至高无上的”
⊙ enact	♠n. 通过; 表演		=►  en- (使成为，使处于，前缀，表示“使……发生”) + act (行动，做，词根，意为“行动，扮演”)，合起来意为“使行动（成为法律）”，即“制定（法律），颁布”
⊙ legislate	♠v. 立法, 制定法律		=►  legis (法律，词根，来源于拉丁语“lex, legis”，表示“法律”) + lat (带来，携带，词根，来源于拉丁语“ferre”，表示“带来”，“lat”为过去分词“latus”的词根变形) + -e (动词后缀，无实际含义，仅辅助构成动词)，合起来意为“带来法律”，即“立法，制定法律”
⊙ equity	♠n. 公平		=►  equ (相等，平等，词根，来源于拉丁语“aequus”，表示“相等的，公平的”) + -ity (名词后缀，表示“性质，状态，程度”)，合起来意为“平等的性质”，即“公平，公正，股权”
⊙ fair	♠adj. 公平的, 公正的		=►  本身为词根，意为“公平的，合理的，集市”，无明显前后缀（古英语“fægere”演变，核心含义直接对应词根，兼具形容词和名词含义）
⊙ just	♠adj. 公平的; 正义的 adv. 刚刚; 仅仅		=►  本身为词根，意为“公正的，正义的，仅仅”，无明显前后缀（拉丁语“justus”演变，来源于“jus”（法律，权利），核心含义“符合法律的”，即“公正的”，直接对应词根）
⊙ prejudice	♠n. 偏见, 成见		=►  pre- (在……之前，预先，前缀，表示“提前”) + judic (判断，审判，词根，来源于拉丁语“judicare”，表示“判断”，“judic-”=“judge”（判断）) + -e (名词/动词后缀，无实际含义，辅助构成词形)，合起来意为“提前判断”，即“偏见，成见”
⊙ discrimination	♠n. 歧视; 区别对待; 区别		=►  dis- (分开，区分，前缀，表示“分离，辨别”) + crimin (判断，分辨，词根，与“crit”同源，来源于拉丁语“crimen”，表示“判断，指控”) + -ation (名词后缀，表示“行为，过程或结果”)，合起来意为“区分判断的行为”，即“歧视，辨别”
⊙ accuse	♠v. 控告, 指责		=►  ac- (向，朝向，前缀，由ad-变形而来，接c开头词根时使用，表示“接近，针对”) + cuse (指责，控诉，词根，来源于拉丁语“causa”，表示“原因，理由”，引申为“指控的理由”)，合起来意为“针对（某人）提出理由”，即“指责，控告”
⊙ sue	♠v. 控告, 提起诉讼; 提出请求		=►  本身为词根，意为“起诉，控告，请求”，无明显前后缀（古法语“suir”演变，原义“跟随”，后引申为“跟随（法律程序）”，即“起诉”，核心含义直接对应词根）
⊙ prosecute	♠v. 检举, 起诉, 控告		=►  pro- (向前，向前方，前缀，表示“推进，继续”) + secut (跟随，追随，词根，来源于拉丁语“sequi”，表示“跟随”，“secut-”为过去分词“secutus”的词根变形) + -e (动词后缀，无实际含义，辅助构成词形)，合起来意为“向前跟随（案件）”，即“起诉，控告”
⊙ condemn	♠v. 谴责; 指责		=►  con- (共同，一起，前缀，表示“加强语气”) + demn (伤害，谴责，词根，来源于拉丁语“damnare”，表示“伤害，定罪”)，合起来意为“强烈伤害（名誉）”，即“谴责，定罪”
⊙ complain	♠v. 抱怨; 投诉		=►  com- (共同，一起，前缀，表示“加强语气”) + plain (抱怨，哭诉，词根，来源于拉丁语“planctus”，表示“捶胸顿足的哭诉”)，合起来意为“强烈哭诉”，即“抱怨，投诉”
⊙ boycott	♠v. 抵制; 拒绝购买		=►  来源于人名“Charles C. Boycott”（19世纪爱尔兰土地代理人，因反对佃农运动被抵制），后成为通用词，无典型词根词缀，属于“人名转化词”
⊙ session	♠n. 会议; 会期; 一段时间		=►   sess (坐，就座，词根，来源于拉丁语“sedere”，表示“坐”，“sess-”为过去分词“sessus”的词根变形) + -ion (名词后缀，表示“行为，过程或状态”)，合起来意为“坐在一起（开会）的状态”，即“会议，会期”
⊙ mediate	♠v. 调解		=►  medi (中间，中间的，词根，来源于拉丁语“medius”，表示“中间”) + -ate (动词/形容词后缀，此处作动词表“做”，作形容词表“具有……性质的”)，合起来意为“在中间做（协调）”，即“调解，斡旋”
⊙ plea	♠n. 辩解理由, 借口; 请求		=►  本身为词根，意为“恳求，请求，答辩”，无明显前后缀（拉丁语“placere”演变，原义“使高兴，请求”，核心含义直接对应词根）
⊙ appeal	♠v. n. 呼吁; 申诉		=►  ap- (向，朝向，前缀，由ad-变形而来，接p开头词根时使用，表示“接近，针对”) + peal (呼吁，恳求，词根，与“plea”同源，来源于拉丁语“placere”，表示“请求”)，合起来意为“向（某人）请求”，即“上诉，呼吁”
⊙ contradict	♠反驳; 与…矛盾		=►  contra- (相反，反对，前缀，表示“与……相反”) + dict (说，讲述，词根，来源于拉丁语“dicere”，表示“说”)，合起来意为“说相反的话”，即“反驳，与……矛盾”
⊙ persuade	♠v. 说服; 使相信		=►  per- (完全，彻底，前缀，表示“通过，一直”) + suad (劝说，诱导，词根，来源于拉丁语“suadere”，表示“劝说”，“suad-”=“sweet”（甜的），引申为“用甜言劝说”) + -e (动词后缀，无实际含义，辅助构成词形)，合起来意为“彻底劝说”，即“说服，劝服”
⊙ controversy	♠n. 争论; 辩论		=►  contra- (相反，反对，前缀，表示“对立”) + vers (转，转向，词根，来源于拉丁语“vertere”，表示“转”) + -y (名词后缀，表示“行为，状态或事物”)，合起来意为“观点转向对立”，即“争论，争议”
⊙ whisper	♠v. 低声说; 私下谈论		=►  本身为拟声词根，模拟“低语声”，无明显前后缀（古英语“hwælsian”演变，核心含义“小声说”直接对应拟声词根）
